psychological_safety,clinical_curiosity,decision_confidence,team_cohesion,leadership_support,reflective_practice,adaptive_focus,professional_vitality,cognitive_agility,service_excellence
65.2,76.49,76.18,0,1,38.93,43.36,30.08,25.25,1
59.59,67.69,74.32,1,0,45.54,37.24,31.03,23.97,1
58.91,69.06,76.21,0,0,46.8,35.71,23.12,19.86,1
52.31,55,54.25,0,1,31.47,35.57,27.37,15.99,1
60.78,72.51,60.37,1,1,42.96,39.22,41.25,31.16,1
67.17,67.02,60.17,0,1,59.27,45.48,46.38,30.35,1
34.49,49.21,61.7,1,1,32.82,32.24,22.87,21.16,0
63.74,70.04,64.07,0,0,43.68,35.17,29.89,17.93,1
53.81,68.16,73.47,1,0,46.62,30.61,35.71,27.34,1
48.64,58.82,54.18,0,0,38.7,25.88,19.36,14.33,1
25.68,43.98,52.09,0,0,23.43,20.84,20.61,28.12,1
38.44,62.8,65.58,1,0,32.79,37.2,24.35,21.96,1
75.38,72.12,74.68,0,0,48.49,36.14,36.15,27.03,1
46.74,60.73,56.9,0,1,35.98,35.01,28.4,16.97,1
41.98,61.67,65.17,1,1,38.57,38.9,35.89,19.45,1
49.52,58.38,56.72,1,0,41.8,24.7,30.6,24.29,1
46.06,59.67,67.14,0,1,38.75,43.24,33.57,29.46,1
56.49,59.2,58.76,0,1,32.98,38.73,29.31,24.46,1
73.2,70.25,78.87,0,1,50.41,42.68,32.78,26.97,1
47.96,65.3,59.44,0,1,35.43,40.2,26.92,19.85,1
56.85,65.68,61.62,1,0,50.15,37.63,34.76,33.82,1
41.23,48.05,55.26,0,0,28.64,30.66,23.56,13.53,0
73.24,77.09,75.81,0,0,50.43,39.84,32.67,39.28,1
57.27,71.58,71.89,0,1,40.45,38.1,29.07,17.85,1
42.02,59.82,72.35,0,1,28.33,47.08,37.02,16.58,1
65.85,80.68,71.23,0,1,35.04,40.97,33.9,35.93,1
69.4,74.03,71.32,1,0,41.82,31.57,29.99,24.97,1
56.94,63.94,65.09,0,0,37.8,33.19,25.92,20.88,1
35.33,53.48,47.99,1,0,31.48,26.29,24.63,23.81,1
76.42,88.32,74.41,1,0,53.84,43.82,33.79,22.96,1
58.72,66.79,61.82,1,0,43.45,35.2,33.02,31.8,1
69.05,82.53,81.35,0,1,43.73,40.54,37.06,23.28,1
48.39,59.29,56.17,0,0,33.66,30.13,32.04,22.03,1
50.22,74.89,65.24,1,0,47.83,43.32,36.5,27.22,1
56.33,56.93,62.82,0,0,33.71,36.35,30.98,15.16,1
68.36,85.48,74.06,1,0,54.57,39.42,24.06,28.2,1
56.72,58.55,65.97,0,0,32.67,35.95,23.88,25.59,1
39.92,62.28,68.89,0,0,16.39,33.26,26.68,13.81,1
58.14,69.12,68.98,0,0,41.18,44.96,34.15,20.98,1
74.55,78.2,78.88,0,0,42.13,42.99,29.27,24.99,1
55.79,61.39,59.16,0,0,43.81,33.46,29.56,17.58,1
56.55,61.85,64.58,0,1,34.72,40.65,29.58,12.71,1
39.85,58.98,59.81,0,1,28.03,40.61,33.89,21.69,1
38.16,56.38,49.22,0,0,21.55,23.36,10.89,15.5,0
47.35,59.38,54.7,1,0,44.94,31.19,37.2,36.31,1
51.08,63.15,58.47,1,0,46.64,29.99,19.78,22.23,1
56.25,61.96,64.2,0,0,39.77,23.35,30.52,24.33,1
56.99,66.95,63.44,1,1,49.73,37.78,33.99,29.83,1
74.22,85.98,81.81,1,1,48.67,43.02,33.04,25.73,1
55.7,61.33,60.22,1,1,46.77,35.38,30.46,18.78,1
67.77,78.96,80.86,0,1,39.6,50.09,43.05,25.27,1
54.53,63.13,62.45,0,0,43.68,29.92,30.53,21.22,1
72.39,70.12,66.6,1,0,51.74,35.27,30.46,27.28,1
32.56,55.79,61.98,0,0,29.83,26.49,29.11,26.29,0
47.82,52.62,66.24,0,1,36.84,45.86,37.03,39.33,1
66.8,72.31,75.33,1,1,44.72,53.26,39.04,19.23,1
52.94,71.12,69.67,1,0,39,40.8,29.69,17.44,1
66.18,69.91,69.87,0,0,43.08,43.98,44.2,35.73,1
59.62,75.37,73.58,1,0,53.6,37.08,44.34,44.45,1
66.35,72.07,65.87,1,0,51.37,40.96,37.84,35.94,1
62.36,71.21,63.99,0,1,45.87,47.8,35.62,24.68,1
63.08,83.62,79.68,1,1,48.21,47.08,33.8,31.84,1
72.91,86.5,74.87,1,1,52.52,42.33,46.77,34.42,1
66.84,75.65,82.42,0,0,47.97,38.36,27.12,16.45,1
66.93,71.27,67,1,1,55.14,42,38.63,26.51,1
55.25,66.6,68.18,1,1,40.69,29.54,25.64,25.33,1
48.02,70.91,59.81,1,0,46.42,40.82,37.85,29.81,1
47.09,73.35,67.02,0,1,38.01,45.02,38.61,24.17,1
64.01,69.29,71.2,1,1,43.21,45.36,33.56,24.27,1
25.74,52.97,48.42,0,1,26.11,41.38,27.78,15.1,0
39.31,45.02,46.43,1,0,37.26,30.63,32.48,21.57,1
43.44,61.11,58.12,1,1,46.11,31.55,27.65,18.19,1
52.03,66.27,70.98,1,1,55.14,40.26,35.88,28.46,1
23.42,48.81,52.76,0,1,28.07,37.18,29.84,20.73,1
70.1,72.58,77.98,1,0,47.26,45.12,43.99,29.82,1
62.2,72.53,75.63,1,0,37.4,40.66,27.24,18.68,1
78.81,72.94,82.42,1,0,53.93,41.05,37.86,26.82,1
67.75,72.03,75.61,1,0,59.81,32.57,34.51,34.1,1
67.36,75.42,61.92,0,0,47.68,26.16,23.43,16.86,1
82.01,87.67,86.94,1,0,54.09,40.29,37.56,22.01,1
48.15,77.86,72.12,1,1,42.5,41.91,36.54,22.45,1
36.96,49.66,50.45,1,1,39.16,33.29,28.04,16.11,1
52.21,64.28,56.05,1,0,41.99,20.74,25.89,25.74,1
45.1,51.91,51.42,0,0,33.69,31.22,24.62,21.26,0
51.92,52.62,55.25,0,1,27.87,46.12,26.66,10.29,1
42.4,62.19,64.18,1,1,28.8,46.09,34.73,27.39,1
61.81,76.79,76.29,1,1,47.66,50.64,40.89,25.77,1
61.16,62.61,58.93,1,0,51,31.84,25.22,17.81,1
54.68,55.87,62.45,1,0,40.83,35.21,31.62,17.89,1
58.74,65.24,55.97,1,0,44.28,35.73,34.87,18.64,1
53.3,74.97,67.43,0,1,41.84,31.74,31.98,25.19,1
64.02,64.09,66.17,1,1,45.13,44.97,43.98,42.96,1
55.84,70.97,71.73,0,1,42.47,42.51,41.27,24.7,1
51.81,64.65,62.22,1,0,49.53,32.59,26.74,24.74,1
66.16,72.81,74.39,0,1,41.89,37.79,38.39,27.56,1
70.13,73.97,74.69,0,0,43.67,34.46,28.77,23.52,1
71.05,79.76,79.07,1,0,46.55,42.6,39.59,35.06,1
43.12,55.47,59.6,1,1,42.68,37.14,31.13,29.69,1
48.59,59.04,58.21,1,1,39.06,33.01,28.56,16.36,1
34.58,49.69,55.38,1,0,32.22,31.74,31.77,23.91,1
52.14,70.77,74.73,0,1,28.6,42.4,31.28,14.96,1
59.99,71.27,68.4,1,1,54.06,35.69,32.38,29.76,1
53.41,65.47,53.05,1,0,47.19,40.28,37.97,18.2,1
78.17,91.92,88.39,0,0,48.17,41.84,34.19,28.14,1
50.13,60.99,61.19,1,0,44.85,38.92,31.18,22.99,1
41.94,65.05,63.67,1,1,35.63,33.56,37.12,32.32,1
61.82,67.31,63.49,1,0,53.59,35.31,35.68,26.45,1
56.8,70.79,65.82,0,1,37.35,42.89,33.29,23.67,1
61.6,69.26,68.77,1,1,47.17,48.17,32.18,35.23,1
58.65,68.57,66.5,0,1,35.54,39.47,27.75,24.76,1
57.93,64.58,64.73,0,0,42.37,34.78,28.87,25.26,1
29.53,45.38,44.88,1,1,36.96,29.06,37.96,24.52,1
46.29,55.51,56.45,0,1,28.75,41.77,32.3,21.01,1
47.92,63.35,65.24,1,0,45.29,26.72,21.22,13.17,1
50.82,58.17,62.39,1,0,43.57,32.15,36.66,21.92,1
49.62,65.43,57.07,0,1,26.74,37.87,31.94,19.31,1
59.95,84.05,77.28,0,1,48.85,51.86,42.24,35.09,1
62.21,62.33,61.19,1,1,50.83,30.79,22.31,27.5,1
41.42,41.83,50.23,1,0,35.63,22.84,26.27,13.9,1
63.24,66.5,73.35,1,0,40.97,40.86,24.22,14.93,1
62.03,75.98,76.4,0,1,37.95,42.9,29.04,21.9,1
60.59,66.17,63.25,1,1,48,48.54,39.06,30.23,1
37.99,56.95,56.29,1,1,36.21,35.65,29.16,22.06,1
60.29,75.91,73.74,0,1,42.81,36.54,33.38,24.64,1
55.99,65.49,67.29,1,1,45.32,46.9,31.94,22.7,1
66.53,80.21,71.47,1,1,44.67,48.82,33.97,27.53,1
76.41,68.69,74.53,0,1,47.23,38.3,35.38,20.44,1
74.06,85.55,82.16,1,0,55.5,38.83,26.97,36.7,1
56.35,72.06,63.94,1,1,51.18,35.84,34.27,32.94,1
54.98,65.64,66.65,0,0,37.64,34.42,24.35,16.04,1
62.58,77.96,71.29,1,1,46.04,43.77,37.18,17.5,1
41.62,64.86,56.59,0,0,30.62,38.59,25.37,16.03,1
37.59,64.79,58.03,0,0,22.54,22.71,24.85,19.16,1
49.33,73.64,63.08,1,0,42.5,33.42,27.38,28.73,1
69.65,77.57,71.48,1,0,52.96,31.2,30.57,28.6,1
51.03,62.42,69.49,0,1,40.26,46.64,31.11,26.48,1
73.03,79.3,70.4,0,1,55.49,40.7,35.26,29.12,1
21.54,25.11,38.1,0,0,22.93,21.36,25.66,17.99,0
35.95,56.15,57.21,0,0,28.72,35.1,23.49,20.51,1
53.52,79.23,79.57,1,0,45.35,36.96,40.91,29.97,1
65.66,77.64,84.12,0,1,43.32,54.49,47.27,29.02,1
54.16,57.09,59.22,1,0,42.29,34.8,32.29,25.67,1
53.85,59.42,62.73,0,1,39.6,41.2,38.31,26.24,1
53.54,59.52,61.45,1,0,44.19,24.37,25.65,19.81,1
33.85,60.33,51.13,0,0,24.7,28.27,20.76,10.08,0
68.9,79.69,73.86,1,1,55.64,35.59,34.16,30.39,1
46.81,63.93,75.71,1,0,37.57,36.14,29.58,23.68,1
68.07,78.18,77.13,0,0,46.92,40.87,36.55,27.37,1
54.15,58.95,53.18,1,0,39.62,22.8,25.08,22.75,1
67.82,70.2,73.73,0,0,38.8,32.14,36.82,19.63,1
59.12,73.42,75.43,1,0,43.19,35.34,29.63,23.98,1
53.72,65.81,68.17,0,1,31.88,44.18,31.05,21.94,1
57.72,57.14,53.56,1,0,48.24,33.26,34.27,31.15,1
37.32,57.71,57.4,1,1,41.51,38.78,31.09,28.43,1
55.07,74.8,61.75,0,0,34.71,37.5,24.58,16.64,1
75.59,81.73,77.62,0,0,50.92,47.48,37.87,24.83,1
70.7,76.13,60.61,0,0,29.78,23.2,19.32,17.4,1
43.18,65.58,52.66,1,1,31.13,33.27,24.06,12.51,1
61.07,69.63,70.22,0,1,38.88,45.88,38.88,27.48,1
57.98,64.8,70.64,0,0,38.03,40.53,31.52,25.76,1
64.81,64.37,66.03,0,1,51.18,43.76,40.52,33.45,1
56.13,64.15,67.73,0,1,39.85,44.83,29.34,27.8,1
52.2,75.35,78.91,1,1,49.01,46.61,33.01,28.03,1
70.97,85.21,74.54,0,0,48.09,36.16,39.48,31.46,1
57.6,68.91,70.46,0,1,44.54,44.87,41.37,32.04,1
70.07,77.51,81.41,0,1,45.87,40.19,34.01,16.17,1
66.69,80.96,77.11,1,0,48.56,45.16,46.34,37.68,1
51.11,63.94,64.96,0,1,35.78,43.68,35.25,22.12,1
53,57.16,62.17,0,0,35.55,35.95,25.67,18.38,1
78.16,84.48,78.81,0,1,47.62,51.44,45.84,34.35,1
57.3,69.03,73.6,1,1,46.58,43.12,30.28,29.68,1
45.9,59.5,52.81,1,1,46.25,39.29,28.64,24.16,1
40.6,56.99,54.48,1,0,46.51,28.24,29.51,25.07,1
66.69,70.86,71.32,1,0,58.49,31.38,34.97,26.17,1
56.92,68.62,71.68,1,1,57.73,41.96,30.12,24.43,1
45.49,49.5,48.07,0,0,33.5,25.61,19.57,8.97,1
63.1,66.8,72.18,0,1,42.66,37.15,25.52,24.78,1
56.92,66.22,65.05,0,1,41.67,45.55,33.8,21.57,1
35.07,54.92,59.03,1,0,31.71,25.32,17.72,22.45,1
62.06,69.76,79.72,1,0,42.01,50.3,41.76,38.39,1
71,80.89,81.98,1,1,49.17,46.57,43.73,26.11,1
85.72,95.42,90.59,1,0,52.43,44.57,41.15,32.5,1
55.42,81.09,75.21,0,0,38.82,36.68,32.37,29.67,1
57.79,66.58,69.29,1,1,44.51,47.33,35.44,40.27,1
74.28,76.85,78.87,0,0,50.37,45.54,44.6,43.51,1
57.02,68,62.42,0,0,44.57,43.02,29.3,23.7,1
58.3,69.92,69.27,0,0,34.34,30.28,26.34,15.53,1
47.43,63.85,64.77,1,0,43.56,34.79,40.41,17.06,1
38.27,58.58,52.04,0,1,28.44,36.82,25.23,13.34,1
65.95,72.77,70.97,1,1,49.31,43.91,34.09,31.29,1
39.72,59.15,50.52,1,1,33.69,28.77,25.62,18.69,1
68.69,77.01,61.33,1,1,55.36,37.85,35.16,36.82,1
45.54,66.52,61.97,1,1,39.24,36.26,32.68,27.4,1
58.18,66.96,64.76,0,1,40.85,40.34,29.1,26.8,1
50.53,63.74,70.32,0,0,35.93,34.01,25.73,16.82,1
69.1,78.44,68.28,0,0,42.98,33.9,29.93,22.14,1
58.61,75.75,74.29,0,1,47.43,49.68,33.91,29.55,1
78.51,83.86,81.69,1,0,61.43,33.31,35.64,28.31,1
42,50.28,58.5,0,0,22.85,28.11,23.72,15.58,0
59.97,59.8,60.76,1,0,51.59,36.69,27.2,32.54,1
55.57,72.88,72,1,1,39.61,40.15,31.06,17.95,1
58.36,72.61,64.59,1,1,50.24,37.61,34.01,21.88,1
74.15,90.58,85.61,0,0,49.94,45.56,37.44,30.33,1
62.02,72.07,70.86,0,0,39.18,38.57,27.41,30.99,0
41.23,56.44,53.89,0,1,30.93,36.54,31.93,23.03,1
61.4,72.13,75.73,0,1,47.03,45.84,35.03,29.06,1
50.01,59.29,60.79,1,1,43.42,37.67,30.34,26.4,1
49.32,57.77,62.62,1,1,45.15,42.31,36.2,26.8,1
67.55,78.29,82.75,0,1,51.82,44.94,42.54,26.84,1
47.77,67.91,70.88,1,1,37.34,44.45,33.43,19.57,1
50.44,66.46,69.54,1,0,38.43,36.9,32.23,19.24,1
55.39,63.66,62.84,1,1,49.96,46.75,36.09,29.55,1
66.35,77.31,75.86,1,1,46.18,39.22,29.45,20.76,1
61.98,72.54,73.17,1,0,49.81,34.1,27.87,34.37,1
52.19,60.76,65.73,0,0,38.91,28.49,27.01,20.62,1
51.73,56.47,61.88,1,0,47.74,37.83,42.31,35.33,1
41.08,50.83,50.47,1,1,41.76,36.98,27.97,22.62,1
45.88,66.58,61.9,1,1,32.93,32.66,28.35,11.66,1
47.15,61.88,59.85,1,0,42.79,29.22,31.52,24.93,1
53.21,61.25,60.12,1,1,38.73,45.43,36.42,25.29,1
78.84,84.59,85.08,0,0,42.48,50.77,44.18,26.29,1
46.89,63.84,52.94,1,0,45.79,26.2,21.24,22.88,1
51.45,60.35,57.99,0,1,38.7,34.27,24.22,20,1
30.37,43.19,44.81,1,0,41.8,31.17,22.72,25.61,1
62.21,61,70.4,1,0,42.73,37.17,33.24,21.79,1
36.07,58.58,51.32,0,0,26.21,26.98,19.33,10.86,1
44.12,61.62,62.53,0,1,31.97,39.16,22.85,14.11,1
67.51,79.65,76.28,0,0,35.22,39.59,34.32,20.85,1
29.74,50.68,47.01,1,1,21.93,26.1,28.68,17.96,0
56.15,54.95,69.64,0,0,33.99,30.18,30.95,26.47,1
64.61,74.12,75.48,0,1,48.29,41.31,34.89,31.28,1
73.31,82.68,76.31,0,0,44.12,35.85,35.99,41.8,1
43.96,58.39,64.01,1,1,39.24,38.04,31.19,27.89,1
47.51,46.53,52.67,1,0,39.63,29.47,27.81,29.88,1
76.65,81.74,73.2,1,0,54.52,39.65,44.3,37.12,1
54.7,64.48,49.34,1,1,42.09,40.82,38.62,24.03,1
46.16,65.85,66.02,1,1,38.27,41.08,38.87,27.95,1
46.39,59.17,61.21,1,0,34.28,25.75,25.56,18.56,1
43.33,54.38,51.34,1,1,36.21,33.2,30.3,19.55,1
49.72,59.17,52.54,1,1,54.18,34.42,24.6,26.45,1
68.06,80.38,72.5,1,1,54.02,42.34,29.02,29.16,1
65.65,78.27,71.88,0,1,47.21,43.32,29.76,27.86,1
40.91,54.4,57.45,1,0,37.38,32.01,21.92,23.29,1
57.58,65.79,66.97,0,1,36.33,42.14,29.46,23.51,1
50.17,48.82,52.34,0,0,36.29,28.65,25.65,23.34,1
64.39,61.04,55.95,1,0,44.61,39.28,26.74,26.05,1
53.12,59.83,55.02,1,0,55.17,24.62,31.19,28.19,1
59.46,68.73,75.64,1,0,44.13,37.71,39.62,29.45,1
53.1,60.08,59.09,1,1,49.35,34,29.46,25.11,1
28.75,37.48,49.01,0,0,20.04,29.78,24.4,19.63,0
55.56,66.45,69.98,0,1,40.88,35.3,24.57,26.68,1
39.74,54.67,46.73,1,0,39.45,27.65,28.43,18.12,1
63.97,80.83,79.32,0,1,39.38,40.55,31.45,26.38,1
46.84,57.98,53.38,0,1,37.98,33.08,25.56,10.38,1
47.74,59.4,54.93,0,1,30.55,41.18,22.72,20.71,1
54.89,61.87,66.73,1,0,35.78,35.69,26.49,26.56,1
61.93,87.07,75.68,1,0,52.47,43.28,33.84,29.56,1
52.96,68.59,58.24,0,0,35.62,30.63,25.32,27.39,1
74.71,76.06,69.71,1,0,53.85,41.02,31.14,28.79,1
74.79,69.27,69.78,1,0,56.08,47.08,35.51,20.67,1
75.59,73.96,77.91,1,1,53.72,45.17,39.9,26.39,1
52.19,58.63,52.84,1,1,40.72,41.21,34.77,24.97,1
37.22,44.74,49.08,1,0,33.89,23.75,22.43,27.22,1
69.64,76.52,82.68,0,1,44.64,37.95,30,20.16,1
50,56.4,51.89,1,0,32.22,29.29,21.53,12.72,1
55.46,56.96,57.55,1,1,47.06,38.44,31.65,37.59,1
62.54,75.73,69.87,1,0,52.55,41.69,31.91,27.92,1
35.75,42.56,42.56,0,0,25.02,27.7,29.95,20.83,0
74.55,65.59,73.77,0,0,51.72,36.33,33.46,32.52,1
65.5,79.75,74.68,1,1,54.1,41.24,30.07,25.99,1
59.23,80.16,73.45,1,0,43.6,45.76,33.61,28.77,1
65.69,74.51,79.78,1,1,59.81,53.17,43.38,30.84,1
61.68,75.38,73.25,1,1,45.96,46.16,30.2,29.38,1
56.4,71.33,67.96,0,1,38.95,43.1,26.85,23.92,1
51.31,77.61,70.16,0,0,26.98,34.42,21.06,14.13,1
46.13,53.66,52.12,1,1,38.98,30.98,25.43,24.4,1
58.45,66.11,72.02,0,0,40.76,30.21,21.71,24.76,1
59.33,66.87,64.34,1,0,49.06,31.05,24.81,31.43,1
68,76.32,74.1,1,0,52.94,32.98,43,43.82,1
57.41,66.81,55.85,0,1,55.63,40.52,45.49,32.13,1
44.76,58.08,61.33,1,0,47.7,34.43,40.68,28.56,1
36.09,52.92,60.23,1,1,39.6,39.21,36.13,22,1
53.47,76.97,76.93,1,1,46.75,45.64,39.35,25.24,1
54.67,67.65,60.65,1,1,41.45,42.18,25.77,21.78,1
53.82,70.34,70.14,0,0,36.92,36.22,22.32,22.25,1
36.63,56.48,55.48,1,0,41.22,25.52,25.02,19.47,1
67.89,78.06,71.81,1,0,52.77,34.82,34.91,39.95,1
67.87,74.31,75.46,1,1,54.28,48.76,36.66,35.57,1
45.12,63.67,64.63,1,0,44.09,46.98,31.36,20.06,1
64.67,63,68.06,1,0,58.67,37.28,37.64,29.18,1
66.43,84.06,80.32,0,1,39.04,51.04,36.27,21.87,1
55.46,70.6,67.23,1,1,47.33,38.76,35.63,28.96,1
43.62,58.32,66.23,0,0,36.38,28.21,31.83,25.87,1
74.36,80.69,73.75,0,1,40.67,40.88,29.94,36.73,1
59.57,71,70.92,0,1,34.04,48.29,38.84,26.37,1
51.99,68.87,59.17,1,0,41.23,36.02,31.81,20.58,1
64.27,75.98,72.35,1,0,44.93,36.68,28.79,23.84,1
74.47,89.04,83.86,1,0,59.41,41.53,38.01,32.26,1
49.03,72.07,67.76,1,1,47.21,35.22,23.71,26.19,1
63.3,79.04,77.71,1,0,47.63,38.47,34.55,35.63,1
78.32,74.79,71.73,0,0,47.34,32.15,29.14,28.53,1
41.6,53.07,50.52,1,0,43.65,23.14,32.17,24.79,1
48.41,67.17,57.7,0,0,42.97,32.27,27.39,25.29,1
47.83,73.65,63.3,1,0,51.2,37.56,38.36,35.84,1
53.1,61.3,58.56,0,1,39.84,38.29,30.29,25.38,1
52.48,67.96,61.24,0,0,43.44,35.05,24.95,22.9,1
58.61,76.32,64.75,1,0,51.6,41.47,35.39,30.12,1
45.16,59.5,60.63,1,0,43.45,35.27,34.8,28.65,1
47.53,53.34,54.83,1,0,46.09,33.07,36.65,21.7,1
58.62,80.69,74.78,1,0,55.57,38.27,35.67,29.59,1
56.86,62.44,61.57,1,1,53.91,31.89,37.7,27.9,1
65.49,69.68,80.47,1,1,58.17,38.31,29.97,27.61,1
59.91,71.54,59.44,1,0,52.35,39.62,36.7,21.28,1
64.26,73.53,68.52,0,0,32.56,41.16,33.29,28.99,1
41.28,50.46,45.47,1,0,36.86,28.04,28.84,20.77,1
50.4,72.86,71.17,1,0,38.93,43.75,30.65,21.97,1
77.18,86.01,78.43,1,1,49.7,48.57,35.16,32.35,1
59.7,75.21,72.63,0,1,39.93,46.3,43.4,34.04,1
63.97,72.72,64.78,0,0,40.39,25.84,28.03,26.86,1
58.27,68.66,67.48,1,1,41.65,35.37,36.58,38.46,1
60.1,78.02,72.16,0,1,44.32,39.97,29.25,32.18,1
52.23,61.05,58.9,0,0,33.23,33.21,25.01,21.93,1
97.86,96.26,107.6,0,1,59.34,56.59,42.86,32.98,1
50.25,65.48,64.98,0,1,45.3,39.31,31.37,28.61,1
54.54,71.33,58.47,0,1,34.55,43.58,34.37,29.9,1
25.9,49.87,59.79,1,0,23.49,34.52,28.63,25.6,1
68.28,70.55,70.01,1,0,59.15,37.79,37.01,38.84,1
48.37,54.78,51.55,1,0,36.97,21.46,18.58,16.32,1
54.27,60.61,58.31,0,1,38.71,45.32,39.39,24.78,1
48.66,66.8,68.61,1,0,36.04,31.64,17.95,26.77,1
53.34,70.3,72.37,1,1,47.3,48.18,31.86,24.34,1
51.59,65.62,66.37,0,1,28.05,47.83,35.98,27.73,1
54.48,67.64,62.15,0,1,41.46,32.89,28.89,31.86,1
54.37,55.87,62.76,0,0,30.9,31.5,24.5,19.78,1
53.15,66.78,66.36,0,1,41.33,42.05,34.55,27.24,1
52.99,55.3,59.54,0,1,30.76,34.85,22.87,17.88,1
70.7,82.98,78.73,0,0,49.03,42.83,30.7,27.72,1
65.58,72.29,69.9,0,1,41.92,36.94,31.35,21.66,1
65.65,75.69,73.8,0,0,38.81,42.05,32.75,30.01,1
46.21,58.38,56.03,0,1,36.21,29.83,24.62,12.04,1
70.08,77.08,78.21,0,1,41.91,41.5,33.33,31.73,1
68.58,69.75,71.69,0,1,44.71,39.59,27.75,24.25,1
48.36,60.26,69.93,0,1,36.74,35.04,30.64,32.47,1
73.29,79.59,71.12,0,1,37.05,38.15,31.94,12,1
46.8,61.34,66.68,0,1,42.26,43.97,45.71,37.1,1
32.9,52.94,47.83,0,1,32.56,32.29,27.89,17.11,1
68.22,79.05,72.64,1,0,43.97,38.76,28.36,24.48,1
53.57,66.79,64.62,0,0,37.74,27.92,25.27,23.88,1
66.72,71.13,78.61,0,1,44.85,51.87,39.63,27.78,1
45.95,51.67,50.53,1,1,47.2,42.31,38.67,32.38,1
39.86,48.88,57.07,1,0,36.09,25.58,26.47,23.51,1
69.78,72.43,77.25,0,0,50.8,36.61,49.31,34.38,1
38.11,58.66,62.9,0,0,40.86,36.69,26.32,25.5,1
36.27,58.65,53.25,0,1,27.25,35.16,14.69,9.39,1
31.89,44.14,51.42,1,0,33.07,25.79,16.23,14.67,1
21.47,34.14,39.28,0,0,20.13,26.47,19.91,12.35,0
42.53,47.16,53.99,1,0,35.36,22.11,14.96,9.91,1
28.97,42.98,43.78,0,0,16.28,29.36,20.05,12.33,0
54.57,68.42,56.59,1,1,45.52,27.76,35.86,34.47,1
28.16,39.6,44.82,0,1,29.47,34.75,24.64,14.2,1
41.87,63.52,64.37,1,1,46.99,44.17,43.66,22.14,1
82.98,89.44,89.56,1,1,64.81,48.41,45.85,29.83,1
59.14,75.75,73.3,0,1,39,43.77,36.45,19.07,1
55.63,61.95,61.2,0,1,33.65,31.96,28.94,24.17,1
35.55,55.94,50.91,0,0,33.92,39.46,24.08,16.67,1
52.05,57.38,63.69,0,1,40.03,38.42,30.71,31.62,1
55.58,70.83,72.4,0,0,34.63,31.74,34.61,33.55,1
35.74,60.45,56.99,0,0,29.73,27.82,23.89,16.35,1
56.51,75.94,72.19,1,0,43.49,36.78,35.27,26.49,1
69.29,73.78,73.84,0,0,41.21,40.59,35.88,31.76,1
50.82,57.82,57.04,1,1,39.28,38.92,26.5,22.94,1
52.63,63.48,67.5,0,1,38.33,42.81,32.87,26.08,1
30.49,57.3,61.46,0,0,29.08,34.89,20.91,20.74,0
38.21,45.48,41.23,1,0,35.15,23.92,22.29,9.59,1
67.69,66.69,71.24,0,1,43.71,43.59,36.98,20.02,1
47.06,48.02,55.26,1,0,39.3,20.24,24.79,15.05,1
43.84,58.45,57.3,0,1,27.81,41.37,34.83,24.47,1
46.69,49.82,49.18,1,0,38,22.43,25.01,21.37,1
54.31,72.88,77.39,1,0,34.37,40.27,28.11,19.99,1
41.1,65.67,60.51,0,0,26.14,35.56,23.9,22.39,1
56.52,66.57,74.46,0,0,44.35,33.76,24.57,17.59,1
38.68,68.37,66.69,0,0,27.1,30.95,27.06,15.7,0
64.29,74.62,72.41,1,0,58.82,30.63,26.36,24.87,1
42.32,53.71,54.26,1,1,39.66,29.91,29.09,26.33,1
70.84,75,74.9,0,1,44.1,56.24,45.86,42.23,1
54.88,74.76,72.49,1,0,45.13,45.81,33.28,24.03,1
44.85,63.4,61.99,0,0,27.55,40.76,20.97,20.83,0
65.94,62.27,63.7,0,1,45.11,37.6,30.46,23.92,1
38.51,42.6,53.55,0,0,17.23,32.74,21.43,18.35,0
48.44,52.51,64.31,1,1,51.42,38.88,32.19,30.88,1
55,62.69,63.12,0,0,37.22,34.63,23.59,29.05,1
53.55,57.37,60.73,1,0,39.37,31.83,34.32,18.58,1
30.9,43.59,50.45,1,0,34.58,25.75,27.84,21.04,1
43.95,53.03,53.46,0,1,31.81,33.09,29.42,18.51,1
57.02,61.04,52.35,1,1,47.04,43.81,38.05,32.84,1
39.16,67.09,62.46,0,0,27.51,33.02,28.43,15.86,0
70.2,86.16,85.33,1,0,55.19,42.61,32.05,32.63,1
60.94,81.39,68.52,0,1,41.35,41.15,36.91,25.76,1
48.83,71.69,55.83,0,0,32.88,34.46,27.93,30.93,0
52.36,63.84,66.18,0,0,43.06,34.65,26.55,30.88,1
77.34,83.67,75.33,1,0,51.82,30.22,24.89,24.64,1
66.23,69.11,62.55,1,1,48.99,37.4,37.06,28.98,1
59.56,70.56,62.79,1,0,65.63,40.39,34.45,33.2,1
38.01,47.51,52.28,1,0,44.12,31.62,25.57,25.18,1
74.56,71.3,79.38,1,0,52.61,34.3,36.51,33.39,1
67.63,71.12,64.19,0,1,38.78,36.02,34.73,22.6,1
53.22,70.15,67.94,0,0,35.74,45.07,31.91,33.76,1
48.4,61.88,62.62,0,1,34.07,37.17,28.65,19.46,1
52.75,68.18,66.73,1,1,48.54,37.28,28.31,23.25,1
40.58,55.54,58.84,0,1,26.63,37.82,19.22,11.41,1
49.35,56.5,58.29,0,0,30.97,37.44,18.95,20.2,1
